time_steps,avg_cost,max_avg_cost,min_avg_cost,qval_rmse
64500000.0,37.3291,61.58,21.86,
64600000.0,38.3177,59.67,13.03,
64700000.0,36.8747,61.92,13.03,
64800000.0,37.7638,61.32,17.21,
64900000.0,38.1619,87.69,8.21,
65000000.0,39.4397,67.69,7.29,
65100000.0,37.2219,67.96,14.86,
65200000.0,37.6051,60.16,9.49,
65300000.0,41.2187,85.97,8.9,
65400000.0,40.1598,92.06,13.34,
65500000.0,40.0991,90.81,17.91,
65600000.0,37.5346,90.67,6.66,
65700000.0,34.9162,60.78,6.07,
65800000.0,35.9838,58.37,1.83,
65900000.0,33.1636,56.51,16.72,
66000000.0,35.0047,57.29,8.82,
66100000.0,37.4209,57.43,15.3,
66200000.0,35.6671,58.43,15.39,
66300000.0,37.6443,60.18,13.91,
66400000.0,35.8622,60.96,13.99,
66500000.0,36.8649,63.81,14.71,
66600000.0,36.7629,61.09,4.2,
66700000.0,34.2712,60.81,10.43,
66800000.0,34.361999999999995,58.03,7.45,
66900000.0,37.2532,60.75,17.78,
67000000.0,38.7678,65.7,15.11,
67100000.0,38.4536,62.39,8.49,
67200000.0,38.1695,62.72,3.64,
67300000.0,38.872,64.85,12.8,
67400000.0,37.6281,58.62,10.74,
67500000.0,33.5823,56.71,7.31,
67600000.0,36.0119,62.92,5.21,
67700000.0,35.7918,68.83,12.92,
67800000.0,38.1624,87.48,11.21,
67900000.0,38.2829,59.96,10.24,
68000000.0,37.1468,62.0,17.95,
68100000.0,38.3941,61.05,9.76,
68200000.0,34.5389,58.27,13.72,
68300000.0,35.5722,62.41,16.33,
68400000.0,34.366,60.58,5.29,
68500000.0,39.0271,66.2,11.02,
68600000.0,38.9264,65.6,15.05,
68700000.0,37.0436,63.83,8.35,
68800000.0,44.9672,97.99,9.24,
68900000.0,40.2854,104.88,8.28,
69000000.0,36.2095,62.55,9.33,
69100000.0,37.0777,64.51,16.75,
69200000.0,36.8177,70.36,16.68,
69300000.0,42.3095,96.08,9.34,
69400000.0,41.0274,86.52,10.22,
69500000.0,37.5828,63.79,4.2,
69600000.0,38.7224,69.08,9.7,
69700000.0,37.02,63.94,2.61,
69800000.0,38.4003,79.89,13.06,
69900000.0,40.0186,64.8,14.55,
70000000.0,37.8172,66.02,14.76,
70100000.0,36.6253,63.62,7.29,
70200000.0,37.0721,61.59,14.26,
70300000.0,36.7495,60.95,13.45,
70400000.0,36.9776,60.39,17.01,
70500000.0,36.3254,56.67,9.62,
70600000.0,35.6596,63.33,9.5,
70700000.0,38.8895,65.37,9.37,
70800000.0,36.2329,64.63,15.91,
70900000.0,35.6016,56.88,8.39,
71000000.0,36.2028,60.69,15.7,
71100000.0,35.7752,63.4,19.52,
71200000.0,35.3667,64.31,16.75,
71300000.0,35.0437,65.09,4.22,
71400000.0,36.0831,60.32,13.61,
71500000.0,33.9143,57.75,17.24,
71600000.0,37.7326,62.9,11.16,
71700000.0,34.4706,57.22,10.91,
71800000.0,37.0715,67.16,14.3,
71900000.0,36.1993,65.2,18.38,
72000000.0,38.547,75.04,16.28,
72100000.0,34.141,57.74,2.13,
72200000.0,36.7734,72.41,15.13,
72300000.0,36.9559,59.62,5.36,
72400000.0,35.9064,59.58,3.46,
72500000.0,39.5859,62.68,6.72,
72600000.0,41.2938,98.67,15.26,
72700000.0,38.9162,75.52,9.69,
72800000.0,37.8052,67.24,5.95,
72900000.0,39.844,70.81,15.91,
73000000.0,36.5171,60.64,16.22,
73100000.0,36.172,57.56,2.57,
73200000.0,36.1163,59.21,11.42,
73300000.0,38.5745,59.45,13.3,
73400000.0,37.1869,60.27,13.7,
73500000.0,34.9526,66.87,20.06,
73600000.0,35.8318,62.07,7.85,
73700000.0,35.8453,63.2,16.59,
73800000.0,37.8141,59.83,13.46,
73900000.0,37.7639,66.68,10.73,
74000000.0,37.5062,63.25,7.37,
74100000.0,37.1905,59.44,14.96,
74200000.0,35.101,57.89,7.33,
74300000.0,33.1284,59.44,9.66,
74400000.0,34.4557,58.99,8.8,
74500000.0,37.817,68.62,14.04,
74600000.0,35.2759,63.04,11.71,
74700000.0,35.805,61.73,3.37,
74800000.0,34.4611,62.43,14.05,
74900000.0,35.5635,54.65,13.98,
75000000.0,36.2988,63.35,2.71,
75100000.0,34.7832,59.92,6.18,
75200000.0,36.5016,57.74,16.6,
75300000.0,36.419000000000004,57.23,9.5,
75400000.0,35.1469,63.31,8.89,
75500000.0,33.2256,59.34,12.0,
75600000.0,34.2034,61.13,7.5,
75700000.0,37.545,59.57,12.96,
75800000.0,35.4597,63.52,4.58,
75900000.0,34.605,57.34,12.26,
76000000.0,34.346,59.43,2.94,
76100000.0,35.7976,71.49,14.41,
76200000.0,37.1571,64.46,13.59,
76300000.0,36.1753,59.31,14.72,
76400000.0,35.4241,58.17,4.92,
76500000.0,34.0636,55.75,5.0,
76600000.0,33.7241,59.39,7.6,
76700000.0,35.083,58.75,2.46,
76800000.0,34.0351,55.74,9.97,
76900000.0,34.6168,56.58,1.52,
77000000.0,32.8458,67.9,10.33,
77100000.0,36.4539,64.15,12.76,
77200000.0,34.1282,64.11,15.73,
77300000.0,32.521,55.22,12.1,
77400000.0,31.5901,67.55,11.81,
77500000.0,29.7293,55.17,4.4,
77600000.0,32.6596,62.47,11.43,
77700000.0,31.7796,58.32,7.9,
77800000.0,30.0388,55.92,11.85,
77900000.0,32.1498,60.89,3.03,
78000000.0,35.2412,66.04,15.08,
78100000.0,34.4649,64.55,15.37,
78200000.0,35.4137,65.36,2.41,
78300000.0,36.2031,61.14,9.82,
78400000.0,34.458,61.94,12.29,
78500000.0,36.2971,59.62,13.87,
78600000.0,35.1618,61.69,6.85,
78700000.0,36.2875,63.2,15.58,
78800000.0,34.0501,60.48,10.74,
78900000.0,34.9004,58.99,6.42,
79000000.0,34.7558,67.76,13.67,
79100000.0,33.9742,66.18,13.23,
79200000.0,36.1712,61.25,13.42,
79300000.0,36.2257,63.64,4.72,
79400000.0,36.3951,64.1,12.36,
79500000.0,39.8374,67.97,13.67,
79600000.0,37.9747,63.93,8.35,
79700000.0,37.6249,61.74,15.68,
79800000.0,38.5764,62.98,15.02,
79900000.0,36.1213,65.6,10.41,
80000000.0,36.2551,70.81,16.72,
80100000.0,37.9676,67.68,3.02,
80200000.0,37.1196,66.72,8.75,
80300000.0,37.0248,65.84,8.3,
80400000.0,36.914,61.0,15.91,
80500000.0,36.905,62.08,16.66,
80600000.0,35.8478,63.63,5.08,
80700000.0,36.4226,62.45,6.85,
80800000.0,33.3202,57.71,9.69,
80900000.0,36.8571,60.86,20.64,
81000000.0,35.8797,59.67,11.93,
81100000.0,39.2684,62.68,14.95,
81200000.0,36.595,69.97,3.69,
81300000.0,36.61,63.06,2.83,
81400000.0,36.9134,60.6,12.48,
81500000.0,37.231,64.17,7.13,
81600000.0,34.6288,65.44,15.05,
81700000.0,38.6094,62.55,13.63,
81800000.0,35.4795,63.64,2.8,
81900000.0,35.8896,61.46,4.79,
82000000.0,35.1765,63.96,12.17,
82100000.0,34.6866,56.6,8.24,
82200000.0,37.9563,72.01,11.93,
82300000.0,36.5227,68.45,8.5,
82400000.0,37.0667,65.61,10.67,
82500000.0,37.0943,63.04,8.13,
82600000.0,37.0976,59.83,6.39,
82700000.0,35.3153,62.94,11.14,
82800000.0,36.5817,65.08,8.69,
82900000.0,35.6338,71.35,11.32,
83000000.0,36.7609,71.86,11.67,
83100000.0,35.3154,64.5,11.08,
83200000.0,36.650999999999996,62.41,17.27,
83300000.0,34.4698,65.89,8.59,
83400000.0,37.0777,66.78,10.24,
83500000.0,36.1244,62.84,7.66,
83600000.0,37.385,61.98,11.65,
83700000.0,38.6519,68.07,13.94,
83800000.0,36.5109,62.79,14.68,
83900000.0,36.7046,62.61,2.49,
84000000.0,37.1094,71.86,10.59,
84100000.0,35.1366,64.15,1.7,
84200000.0,33.8803,64.67,11.48,
84300000.0,35.7226,74.54,9.11,
84400000.0,32.9172,61.94,2.68,
84500000.0,33.27,60.77,5.2,
84600000.0,34.2107,66.56,9.77,
84700000.0,35.2506,68.29,5.62,
84800000.0,33.3999,68.59,7.32,
84900000.0,35.6168,68.19,2.94,
85000000.0,37.69300000000001,69.84,13.26,
85100000.0,34.0135,61.71,3.01,
85200000.0,33.1678,61.52,3.59,
85300000.0,32.4321,57.31,2.06,
85400000.0,32.4821,60.77,2.61,
85500000.0,32.6649,60.33,13.74,
85600000.0,32.3926,52.42,7.52,
85700000.0,33.1576,58.25,10.27,
85800000.0,33.3157,60.08,8.34,
85900000.0,30.4981,54.83,10.66,
86000000.0,31.0004,58.04,4.72,
86100000.0,32.166,68.2,9.83,
86200000.0,32.6564,73.37,2.07,
86300000.0,34.5927,78.17,11.4,
86400000.0,32.0668,58.37,9.79,
86500000.0,33.3708,67.6,9.67,
86600000.0,32.0712,57.84,11.89,
86700000.0,33.2337,71.36,6.22,
86800000.0,33.8677,56.61,16.05,
86900000.0,33.3893,58.91,6.81,
87000000.0,34.3548,62.92,15.14,
87100000.0,31.7949,64.95,9.96,
87200000.0,33.5625,57.72,11.85,
87300000.0,33.7745,65.98,9.83,
87400000.0,31.8247,57.98,9.11,
87500000.0,34.7515,63.61,14.21,
87600000.0,34.0772,60.18,5.0,
87700000.0,33.7887,64.06,3.37,
87800000.0,33.2793,64.14,6.9,
87900000.0,34.1348,60.34,10.97,
88000000.0,33.6434,60.03,9.25,
88100000.0,32.4278,56.59,3.49,
88200000.0,35.0164,61.15,4.83,
88300000.0,34.9826,60.06,0.61,
88400000.0,35.0088,58.16,3.75,
88500000.0,34.8701,58.11,7.83,
88600000.0,34.3816,67.65,15.79,
88700000.0,32.3445,58.86,8.67,
88800000.0,32.3234,56.72,3.23,
88900000.0,32.9297,60.13,4.09,
89000000.0,34.016999999999996,58.12,2.74,
89100000.0,31.7642,57.8,6.56,
89200000.0,36.0547,66.08,4.99,
89300000.0,36.7765,59.24,8.62,
89400000.0,35.8879,74.18,2.12,
89500000.0,35.3054,58.14,8.74,
89600000.0,35.7581,60.16,13.51,
89700000.0,34.875,56.24,1.02,
89800000.0,36.5281,58.79,15.54,
89900000.0,34.8016,58.73,15.3,
90000000.0,34.4484,60.19,11.08,
90100000.0,31.2285,55.17,14.88,
90200000.0,33.1261,57.85,3.64,
90300000.0,33.1905,65.57,11.94,
90400000.0,32.6611,59.88,2.4,
90500000.0,34.0562,67.32,2.45,
90600000.0,32.9557,68.07,6.15,
90700000.0,34.7898,59.31,11.18,
90800000.0,33.2925,56.63,5.51,
90900000.0,33.5669,59.37,7.3,
91000000.0,30.784000000000002,69.34,5.19,
91100000.0,31.9938,58.23,4.22,
91200000.0,33.8092,57.84,14.87,
91300000.0,32.7196,59.06,13.87,
91400000.0,33.8759,57.84,6.65,
91500000.0,30.6566,54.06,8.21,
91600000.0,29.4092,54.54,1.82,
91700000.0,32.3018,61.01,13.57,
91800000.0,31.3764,58.87,1.82,
91900000.0,29.1652,67.81,2.37,
92000000.0,30.0355,58.96,8.34,
92100000.0,30.1706,56.08,6.86,
92200000.0,30.0086,53.9,8.74,
92300000.0,32.1988,58.21,9.8,
92400000.0,31.8266,58.59,14.28,
92500000.0,32.9686,63.44,7.07,
92600000.0,32.9316,58.52,6.94,
92700000.0,35.2289,63.02,5.98,
92800000.0,33.7323,60.5,2.07,
92900000.0,35.8859,57.85,3.9,
93000000.0,36.8201,58.52,6.87,
93100000.0,34.4242,59.98,14.54,
93200000.0,36.3427,59.25,7.73,
93300000.0,33.0567,57.96,6.29,
93400000.0,33.9033,55.6,13.62,
93500000.0,36.9764,58.63,1.86,
93600000.0,36.0035,61.01,5.97,
93700000.0,31.2977,65.32,5.66,
93800000.0,33.3385,58.1,14.08,
93900000.0,32.4669,59.63,7.58,
94000000.0,30.0497,61.87,4.72,
94100000.0,32.6699,58.17,6.06,
94200000.0,32.0957,55.81,11.21,
94300000.0,31.6249,50.89,6.67,
94400000.0,32.1257,61.04,16.3,
94500000.0,32.5333,67.29,7.47,
94600000.0,31.1873,54.31,7.11,
94700000.0,30.0982,56.47,5.81,
94800000.0,31.318,59.84,1.67,
94900000.0,31.6392,59.46,10.03,
95000000.0,32.3984,58.86,11.7,
95100000.0,32.8137,58.44,3.04,
95200000.0,33.1547,56.57,13.39,
95300000.0,34.8684,62.9,2.2,
95400000.0,34.0276,60.38,11.05,
95500000.0,33.6335,73.51,2.88,
95600000.0,34.3868,57.1,13.4,
95700000.0,35.946,69.33,5.49,
95800000.0,35.9645,62.29,6.42,
95900000.0,36.1347,57.78,17.77,
96000000.0,35.7917,58.14,11.47,
96100000.0,35.2859,67.33,4.47,
96200000.0,36.5992,58.55,3.46,
96300000.0,34.5974,57.48,8.4,
96400000.0,37.3745,58.5,6.98,
96500000.0,31.6952,54.78,8.02,
96600000.0,32.9099,56.89,9.42,
96700000.0,34.16,59.52,10.82,
96800000.0,32.7706,61.26,12.19,
96900000.0,34.4069,60.41,13.73,
97000000.0,32.9563,57.75,6.03,
97100000.0,35.2121,60.9,17.93,
97200000.0,33.3705,55.31,15.38,
97300000.0,33.8776,59.99,4.84,
97400000.0,33.8961,60.48,11.1,
97500000.0,33.7153,58.61,9.31,
97600000.0,34.6445,58.59,14.5,
97700000.0,34.7417,57.11,11.13,
97800000.0,36.602,57.44,10.84,
97900000.0,36.4762,60.42,9.64,
98000000.0,34.4246,56.13,14.82,
98100000.0,35.5771,57.73,8.53,
98200000.0,36.0282,59.8,12.47,
98300000.0,35.9246,57.3,6.18,
98400000.0,35.3022,60.28,5.89,
98500000.0,35.5655,62.34,13.1,
98600000.0,37.0221,57.62,12.01,
98700000.0,36.5779,60.63,10.36,
98800000.0,34.9554,59.64,7.27,
98900000.0,36.4782,58.84,12.71,
99000000.0,32.4636,58.09,5.35,
99100000.0,32.034,61.05,3.1,
99200000.0,32.2926,58.21,9.58,
99300000.0,33.1488,56.21,11.22,
99400000.0,32.5883,57.33,7.52,
99500000.0,31.1185,56.11,3.94,
99600000.0,32.4278,55.91,11.33,
99700000.0,32.034,58.56,10.74,
99800000.0,32.5245,59.34,10.46,
99900000.0,31.0068,55.69,7.75,
100000000.0,33.965,66.46,2.41,
100100000.0,30.5974,56.07,2.98,
100200000.0,35.2708,57.48,2.46,
100300000.0,32.5567,58.01,8.59,
100400000.0,31.0988,57.52,5.17,
100500000.0,30.9811,57.22,7.1,
100600000.0,32.2515,59.31,12.54,
100700000.0,31.3861,57.82,7.58,
100800000.0,30.4968,56.72,10.31,
100900000.0,31.4224,56.12,11.24,
101000000.0,31.197,58.5,7.66,
101100000.0,31.7122,56.19,13.78,
101200000.0,30.5169,56.36,3.12,
101300000.0,31.2336,56.05,6.75,
101400000.0,30.6804,52.34,5.95,
101500000.0,29.8916,57.33,5.87,
101600000.0,32.4398,55.93,9.44,
101700000.0,32.9729,58.28,12.13,
101800000.0,34.6357,59.84,11.84,
101900000.0,32.9868,59.28,9.31,
102000000.0,34.1546,58.12,9.35,
102100000.0,31.2667,58.41,12.85,
102200000.0,29.8724,53.19,10.83,
102300000.0,31.9349,55.95,9.84,
102400000.0,33.0397,53.41,18.82,
102500000.0,32.3008,57.82,13.55,
102600000.0,31.6155,58.81,11.77,
102700000.0,30.9863,82.9,6.88,
102800000.0,31.0654,55.92,4.94,
102900000.0,32.1357,57.77,7.87,
103000000.0,30.7654,55.24,7.98,
103100000.0,33.3211,62.09,16.01,
103200000.0,33.1374,57.97,7.08,
103300000.0,32.4511,56.14,12.23,
103400000.0,33.6177,59.44,2.91,
103500000.0,34.056999999999995,57.09,7.81,
103600000.0,33.9991,57.61,1.34,
103700000.0,34.5399,69.43,5.58,
103800000.0,33.2054,59.19,6.68,
103900000.0,32.5049,59.41,9.71,
104000000.0,34.7314,59.04,16.74,
104100000.0,32.4418,56.92,15.05,
104200000.0,29.9199,71.9,5.56,
104300000.0,31.822,53.5,1.04,
104400000.0,30.9983,58.41,7.75,
104500000.0,30.9978,57.94,8.89,
104600000.0,31.6503,57.23,10.94,
104700000.0,31.7611,59.77,5.41,
104800000.0,32.0874,59.02,6.59,
104900000.0,30.5521,57.34,12.91,
105000000.0,29.964000000000002,60.13,7.1,
105100000.0,29.5139,59.72,8.85,
105200000.0,28.8512,58.92,11.63,
105300000.0,30.8168,56.54,14.42,
105400000.0,28.5952,53.99,5.89,
105500000.0,30.0711,54.35,2.05,
105600000.0,28.5513,56.39,6.54,
105700000.0,28.6763,55.85,5.06,
105800000.0,31.1355,57.34,5.12,
105900000.0,27.3901,52.54,4.01,
106000000.0,29.3893,63.48,8.69,
106100000.0,29.7321,59.64,8.63,
106200000.0,30.445,59.43,8.6,
106300000.0,32.5838,61.35,7.43,
106400000.0,29.3413,59.47,5.59,
106500000.0,31.9066,57.41,8.48,
106600000.0,33.9059,58.07,12.08,
106700000.0,32.224000000000004,58.06,5.33,
106800000.0,31.4028,56.9,12.58,
106900000.0,34.9204,58.52,3.32,
107000000.0,34.6845,58.31,11.43,
107100000.0,34.3735,60.09,9.41,
107200000.0,31.6738,58.59,4.89,
107300000.0,32.7291,56.71,2.44,
107400000.0,33.9742,56.13,10.4,
107500000.0,34.3471,59.81,7.55,
107600000.0,33.8486,60.91,10.35,
107700000.0,30.4225,56.93,8.09,
107800000.0,30.3077,62.53,9.9,
107900000.0,33.8966,56.52,16.41,
108000000.0,30.1001,54.92,9.32,
108100000.0,30.164,55.24,9.85,
108200000.0,30.6013,52.56,7.41,
108300000.0,31.1498,57.35,9.31,
108400000.0,27.7684,58.92,1.93,
108500000.0,29.111,56.22,2.42,
108600000.0,31.2387,58.28,1.64,
108700000.0,27.4112,59.83,4.32,
108800000.0,29.8169,59.21,10.01,
108900000.0,31.9059,56.14,2.04,
109000000.0,31.7725,67.25,13.49,
109100000.0,32.2015,65.18,1.4,
109200000.0,29.9406,57.56,4.83,
109300000.0,28.6498,60.0,5.03,
109400000.0,30.3054,63.21,3.34,
109500000.0,29.4853,58.43,4.56,
109600000.0,31.5702,60.95,10.35,
109700000.0,26.4949,56.68,5.12,
109800000.0,28.5155,63.21,8.29,
109900000.0,26.4379,64.12,2.7,
110000000.0,25.9638,54.11,6.79,
110100000.0,27.1335,57.63,3.75,
110200000.0,25.3634,46.72,8.02,
110300000.0,26.4035,51.84,5.98,
110400000.0,25.7965,53.1,4.47,
110500000.0,26.309,56.57,2.79,
110600000.0,27.0661,57.18,8.12,
110700000.0,26.0889,54.18,2.33,
110800000.0,27.7376,56.54,2.94,
110900000.0,27.6432,53.54,2.69,
111000000.0,29.5838,55.77,8.99,
111100000.0,28.9167,52.45,6.36,
111200000.0,29.7886,64.53,4.61,
111300000.0,30.1169,54.97,7.15,
111400000.0,28.64,53.16,7.36,
111500000.0,29.7708,56.33,4.35,
111600000.0,30.2604,58.68,1.36,
111700000.0,31.8891,54.15,6.49,
111800000.0,31.0462,57.91,4.37,
111900000.0,28.766,55.9,8.78,
112000000.0,26.3966,76.31,4.9,
112100000.0,29.0754,61.03,2.5,
112200000.0,31.3689,58.86,6.58,
112300000.0,31.093000000000004,66.04,4.52,
112400000.0,30.4996,57.94,6.8,
112500000.0,34.6056,86.03,7.52,
112600000.0,31.5986,57.1,3.54,
112700000.0,34.3102,63.02,7.23,
112800000.0,30.9688,58.11,7.57,
112900000.0,30.7761,56.02,10.98,
113000000.0,32.2796,59.42,5.03,
113100000.0,30.4014,56.14,5.3,
113200000.0,30.0998,55.61,2.13,
113300000.0,30.8681,55.8,5.95,
113400000.0,29.6507,55.28,9.7,
113500000.0,32.4623,58.14,9.89,
113600000.0,30.7568,59.9,3.05,
113700000.0,29.409000000000002,52.98,14.59,
113800000.0,31.6136,55.28,8.12,
113900000.0,31.4852,58.31,1.86,
114000000.0,31.7165,53.92,7.44,
114100000.0,32.0152,57.86,2.75,
114200000.0,31.97300000000001,54.68,14.55,
114300000.0,29.6696,55.94,10.22,
114400000.0,31.754,57.2,5.69,
114500000.0,30.8289,58.23,6.43,
114600000.0,29.2725,56.92,11.7,
114700000.0,30.9265,57.62,2.18,
114800000.0,29.2472,54.45,8.18,
114900000.0,29.7733,56.63,1.47,
115000000.0,28.2932,53.8,5.8,
115100000.0,32.4274,65.09,4.52,
115200000.0,30.2662,68.0,4.42,
115300000.0,34.1058,82.83,6.24,
115400000.0,35.1356,66.98,6.74,
115500000.0,32.6431,56.75,3.99,
115600000.0,34.4987,82.25,2.61,
115700000.0,34.7791,58.41,10.18,
115800000.0,33.0174,58.94,9.48,
115900000.0,36.9895,59.87,4.36,
116000000.0,35.4273,62.71,7.77,
116100000.0,32.473,59.93,3.02,
116200000.0,31.6621,56.61,2.5,
116300000.0,31.5875,58.26,6.43,
116400000.0,29.8824,57.67,3.28,
116500000.0,33.0328,61.08,4.3,
116600000.0,31.8555,62.29,3.31,
116700000.0,33.7706,60.98,8.14,
116800000.0,32.753,57.51,2.32,
116900000.0,33.3645,58.3,8.68,
117000000.0,31.9438,61.94,2.33,
117100000.0,34.2408,63.45,6.52,
117200000.0,30.9687,58.78,6.19,
117300000.0,34.1401,57.73,3.34,
117400000.0,33.8928,59.43,1.94,
117500000.0,35.0341,61.37,11.9,
117600000.0,32.726,60.22,4.96,
117700000.0,33.7084,57.87,3.9,
117800000.0,35.1067,67.81,1.74,
117900000.0,33.0091,58.5,5.68,
118000000.0,32.2233,55.84,6.38,
118100000.0,32.2212,63.42,7.38,
118200000.0,32.19,56.75,7.01,
118300000.0,31.741999999999997,56.75,6.7,
118400000.0,31.8312,55.59,3.0,
118500000.0,32.38,59.38,7.84,
118600000.0,32.9144,57.27,5.75,
118700000.0,32.3529,56.32,11.42,
118800000.0,30.5148,60.13,10.08,
118900000.0,32.9082,55.82,12.11,
119000000.0,29.6447,53.36,9.2,
119100000.0,29.4496,55.48,1.83,
119200000.0,28.5513,58.79,4.0,
119300000.0,28.9054,54.81,2.02,
119400000.0,29.8948,56.65,7.9,
119500000.0,30.0677,55.2,6.44,
119600000.0,29.1343,57.65,5.77,
119700000.0,31.224,60.55,2.77,
119800000.0,32.0206,61.02,4.67,
119900000.0,31.6876,56.55,4.18,
120000000.0,30.8477,58.79,4.42,
120100000.0,36.0437,56.36,2.48,
120200000.0,30.8172,55.1,6.37,
120300000.0,32.179,56.84,3.64,
120400000.0,31.243000000000002,56.99,9.07,
120500000.0,30.4689,56.85,3.97,
120600000.0,33.4407,61.88,6.55,
120700000.0,29.0293,56.8,2.1,
120800000.0,28.9796,59.07,3.2,
120900000.0,29.5982,61.45,6.89,
121000000.0,32.2167,59.87,11.04,
121100000.0,32.4587,57.83,6.86,
121200000.0,32.4494,57.87,8.43,
121300000.0,33.1622,56.5,4.91,
121400000.0,31.3551,55.45,3.56,
121500000.0,30.2104,61.78,2.86,
121600000.0,28.6006,58.21,2.75,
121700000.0,30.7282,56.86,5.41,
121800000.0,31.9646,57.38,11.29,
121900000.0,27.1485,53.85,4.6,
122000000.0,31.4537,56.5,1.7,0.539109039
122100000.0,28.9039,55.28,4.2,0.544334862
122200000.0,29.1269,58.7,9.0,0.46190367600000004
122300000.0,30.0594,56.32,5.0,0.5196383929999999
122400000.0,29.0228,51.77,7.23,0.456749755
122500000.0,27.4579,55.09,2.92,0.507724713
122600000.0,29.6492,59.66,5.0,0.44547863600000004
122700000.0,30.2557,58.65,7.2,0.45821283
122800000.0,30.8295,56.93,4.84,0.586596315
122900000.0,30.5502,58.91,8.64,0.5177981798750514
123000000.0,28.1771,68.81,2.21,0.5245813217016024
123100000.0,32.5664,56.7,10.6,0.5911131751653029
123200000.0,30.9877,56.69,2.74,0.5235651893059351
123300000.0,31.8585,58.44,6.94,0.4223482765660749
123400000.0,30.9739,55.67,4.31,0.4791444036685306
123500000.0,29.6714,54.17,3.74,0.4792171326633163
123600000.0,33.0723,57.97,3.87,0.4231547375014362
123700000.0,32.3704,57.97,4.27,0.4721756351824103
123800000.0,31.577600000000004,55.11,3.39,0.5389370963953874
123900000.0,30.1304,57.43,10.62,0.4899672574348081
124000000.0,30.4695,56.06,3.28,0.4261770273466917
124100000.0,30.2768,56.86,1.23,0.5603489848723803
124200000.0,31.0661,55.68,6.98,0.4349270408210536
124300000.0,29.6784,53.67,2.54,0.6712575748085203
124400000.0,29.5502,58.86,3.54,0.42529686310227066
124500000.0,29.86010000000001,57.28,7.94,0.43335392703358777
124600000.0,32.4082,57.13,12.2,0.5728140654221839
124700000.0,30.8933,55.99,10.07,0.5119468971263685
124800000.0,30.5616,55.25,7.55,0.5586802201601648
124900000.0,31.3899,61.91,7.19,0.5344632843769664
125000000.0,29.9544,56.31,9.67,0.5196576674236746
125100000.0,33.3583,60.6,14.46,0.4440090255483388
125200000.0,31.6237,60.09,6.83,0.4136482591604616
125300000.0,32.0505,58.72,7.97,0.4178883648915344
125400000.0,32.3682,55.29,4.93,0.44349001968544943
125500000.0,31.5044,58.76,10.58,0.5449194901961942
125600000.0,29.948,58.33,2.9,0.5190386779141529
125700000.0,32.4955,60.98,10.23,0.4181130440668124
125800000.0,29.8623,52.78,6.13,0.4991771426622824
125900000.0,28.86320000000001,55.35,7.85,0.6069596615414448
126000000.0,32.4853,63.32,12.13,0.5221319702591941
126100000.0,29.7179,58.11,2.68,0.579128062821415
126200000.0,30.46380000000001,62.89,9.72,0.4780484974246032
126300000.0,29.7466,53.59,11.77,0.44700343943178455
126400000.0,25.8313,55.08,4.38,0.4565836175657256
126500000.0,30.743000000000002,56.57,10.62,0.4610080647798171
126600000.0,32.9998,57.8,7.99,0.535473242289344
126700000.0,29.6491,61.52,1.6,0.5426170271177092
126800000.0,29.6077,56.42,5.23,0.4203856324284743
